ProteinID,ProteinGroupID,PROTINFER(ID_24400),PROTINFER(ID_24399),PROTINFER(ID_24398),PROTINFER(ID_24397),Fasta ID,CommonName,Mol.Wt.,pI,NumSeq,#Seq(ID_24400),#Ion(ID_24400),#U.Ion(ID_24400),SC(ID_24400),SC_Norm(ID_24400),#Seq(ID_24399),#Ion(ID_24399),#U.Ion(ID_24399),SC(ID_24399),SC_Norm(ID_24399),#Seq(ID_24398),#Ion(ID_24398),#U.Ion(ID_24398),SC(ID_24398),SC_Norm(ID_24398),#Seq(ID_24397),#Ion(ID_24397),#U.Ion(ID_24397),SC(ID_24397),SC_Norm(ID_24397)
24067245,1479,*,*,*,*,GL50803_17570,,99626.26,6.13,37,30,33,33,118,118,12,12,12,28,32,24,29,29,118,228,6,6,6,12,83
24070245,1817,*,*,*,*,GL50803_21505,,95243.17,6.27,37,32,33,31,100,100,30,32,30,85,97,18,18,17,40,77,4,4,4,8,55
24064866,1033,*,*,*,*,GL50803_21628,,42378.26,9.45,36,34,42,41,126,126,29,39,38,115,132,23,28,27,71,137,12,14,14,27,187
24065644,780,*,*,*,*,GL50803_112103,,64131.7,6.11,35,33,43,43,208,208,3,3,3,4,5,24,30,30,146,282,5,5,5,12,83
24066708,978,*,*,*,-,GL50803_101138,,578219.9,5.21,35,21,21,21,43,43,31,31,30,54,62,2,2,2,2,4,0,0,0,0,0
24064032,1937,*,*,*,*,"GL50803_112304,GL50803_112312",,49104.85,8.62,35,34,47,47,195,195,23,27,27,78,89,17,19,19,85,164,5,5,5,19,131
24068921,767,*,*,*,*,GL50803_114787,,32972.85,6.97,34,29,36,5,208,208,31,39,6,162,185,14,14,5,55,106,10,10,4,41,284
24064740,1493,*,*,*,*,GL50803_10885,,195870.86,6.04,34,21,21,21,46,46,13,13,13,21,24,20,21,21,71,137,12,12,12,39,270
24069634,612,*,*,*,*,GL50803_9593,,109217.16,5.18,33,29,30,30,116,116,33,40,40,153,175,9,9,9,14,27,1,1,1,3,21
24036198,957,*,*,*,*,GL50803_17063,,131803.06,6.41,33,31,32,32,103,103,7,7,7,11,13,18,18,18,69,133,3,3,3,3,21
24067864,849,*,*,*,*,GL50803_27925,,87609.31,5.55,32,28,32,32,111,111,12,13,13,23,26,19,21,21,84,162,4,4,4,6,42
24070462,965,*,*,*,*,GL50803_9719,,47004.07,7.94,32,26,34,34,139,139,32,47,47,219,251,9,10,10,34,66,3,3,3,10,69
24069460,1745,*,*,*,*,GL50803_16353,,83652.78,5.33,32,24,30,30,151,151,30,41,41,161,184,8,9,9,29,56,2,2,2,2,14
24069217,453,*,*,*,*,GL50803_13475,,236334.11,4.85,31,22,23,23,52,52,12,12,12,21,24,22,23,23,74,143,13,14,14,48,332
24065314,504,*,*,*,*,GL50803_10311,,36437.19,6.6,31,24,31,31,141,141,9,10,10,24,27,19,23,23,111,215,8,8,8,31,214
24061925,1740,*,*,*,*,GL50803_15591,,186026.16,4.61,31,22,24,24,64,64,15,16,16,22,25,14,14,14,31,60,3,3,3,5,35
24064754,1471,*,*,*,*,GL50803_7796,,33935.73,6.11,30,23,29,13,157,157,26,31,16,142,162,11,13,6,36,70,7,7,4,13,90
24069483,1495,*,*,*,*,GL50803_103373,,42910.44,8.81,30,25,31,4,214,214,27,34,5,138,158,13,13,2,45,87,8,9,1,25,173
24062040,1934,*,*,*,*,GL50803_32999,,51467.44,4.67,30,23,26,26,63,63,21,26,26,63,72,9,10,10,23,44,6,6,6,9,62
24067119,413,*,*,*,-,GL50803_15567,,23748.72,5.57,29,25,30,30,171,171,29,39,39,196,224,6,6,6,19,37,0,0,0,0,0
24069929,1062,*,*,*,-,GL50803_111950,,570319.1,5.28,29,16,18,18,34,34,21,22,21,41,47,7,7,6,7,14,0,0,0,0,0
24070199,1597,*,*,*,*,GL50803_23833,,87504.34,6.07,29,24,28,28,102,102,26,32,32,103,118,9,9,8,32,62,3,3,2,7,48
24063963,554,*,*,*,*,GL50803_115052,,178839.6,8.68,28,20,20,15,49,49,27,29,22,74,85,3,3,2,5,10,1,1,1,1,7
24003857,668,*,*,*,*g,GL50803_114776,,89604.16,6.7,28,27,30,18,108,108,25,29,18,84,96,14,15,10,36,70,2,2,2,4,28
3137085,964,*,*,*,*,sp|K1C9_HUMAN|,KRT9,62129.44,5.19,28,19,21,21,77,77,10,11,11,22,25,11,12,12,44,85,20,22,21,74,512
534640,1221,*,*,*,*,sp|K1C10_HUMAN|,KRT10,59518.66,5.13,28,20,24,22,69,69,17,20,17,39,45,16,16,13,58,112,22,26,21,129,892
24064957,1446,*,*,*,*,GL50803_32509,,116182.5,5.79,28,19,20,20,40,40,27,27,27,77,88,4,4,4,5,10,2,2,2,2,14
24068594,665,*,*,*,*,"GL50803_136021,GL50803_101291,GL50803_136020",,50049.56,4.77,27,25,30,30,182,182,22,24,24,107,122,11,13,13,79,153,5,5,5,15,104
24063506,800,*,*,*,*,GL50803_96670,,147963.81,7.52,27,20,21,21,38,38,25,30,30,63,72,8,8,8,16,31,3,3,3,5,35
24067038,946,*,*,*,*,GL50803_16525,,42642.46,10.09,27,22,25,25,69,69,24,25,25,54,62,13,16,16,60,116,5,6,6,16,111
24069907,1056,*,*,*,-,GL50803_21411,,221780.69,8.14,27,25,25,24,54,54,23,23,22,62,71,8,8,8,18,35,0,0,0,0,0
534659,1266,*,*,*,*,sp|K22E_HUMAN|,KRT2,65865.32,8.07,27,15,15,11,55,55,10,10,8,31,35,13,13,11,36,70,23,25,20,96,664
24066850,398,*,*,*,*,"GL50803_115478,GL50803_115479",,80162.09,4.91,26,20,22,22,61,61,18,18,18,36,41,17,19,19,48,93,2,2,2,4,28
24065349,515,*,-,*,-,GL50803_27310,,65360.96,5.48,26,17,17,17,35,35,0,0,0,0,0,21,23,23,72,139,0,0,0,0,0
24066414,543,*,*,*,-,GL50803_101212,,192210.69,8.28,26,18,20,20,50,50,25,29,29,83,95,1,1,1,1,2,0,0,0,0,0
24070275,1867,*,*,*,*,GL50803_13864,,36990.15,5.01,26,23,31,31,99,99,15,17,17,48,55,10,11,11,42,81,5,5,5,9,62
24063176,172,*,*,*,-,GL50803_101810,,159456.3,8.91,25,20,22,22,44,44,22,23,23,54,62,1,1,1,2,4,0,0,0,0,0
24063052,605,*,*,*,*,GL50803_14058,,154941.2,7.17,25,15,17,17,24,24,24,26,26,52,59,2,2,2,2,4,1,1,1,1,7
24069650,656,*,*,*,-,GL50803_21423,,122832.15,5.28,25,18,23,23,56,56,17,22,22,52,59,7,8,8,16,31,0,0,0,0,0
24068819,1358,*,*,*,-,GL50803_17105,,215413.73,5.68,25,20,22,22,42,42,20,21,21,33,38,6,6,6,11,21,0,0,0,0,0
24070306,1427,*,*,*,*,GL50803_14200,,68614.92,8.58,25,18,20,20,52,52,24,28,28,82,94,4,4,4,9,17,4,4,4,7,48
24069477,1482,*,*,*,-,GL50803_14859,,102710.47,5.21,25,19,19,19,50,50,4,5,5,6,7,17,17,17,44,85,0,0,0,0,0
24062458,1636,*,*,*,-,GL50803_94287,,158314.53,5.66,25,18,18,18,35,35,22,22,22,47,54,2,2,2,8,15,0,0,0,0,0
24024994,63,*,*,*,*,GL50803_86511,,106725.52,6.45,24,22,23,19,64,64,3,3,2,7,8,14,17,12,74,143,5,5,4,12,83
24063608,227,*,*,*,*,GL50803_5603,,105260.83,5.34,24,13,14,14,44,44,24,26,26,79,90,4,4,4,7,14,2,2,2,5,35
24068975,906,*,*,*,*,GL50803_14856,,62711.5,6.02,24,18,21,21,57,57,22,27,27,67,77,4,4,4,7,14,2,2,2,2,14
24063882,1101,*,*,*,-,GL50803_16425,,116475.31,5.95,24,18,19,19,44,44,21,24,24,59,67,3,3,3,4,8,0,0,0,0,0
24066688,1616,*,*,*,*,GL50803_96732,,383733.1,6.74,24,20,20,20,56,56,19,21,21,59,67,4,4,4,5,10,1,1,1,1,7
24057350,1950,*,*,*,*,GL50803_10521,,70294.97,6.48,24,22,27,27,118,118,22,28,28,86,98,10,10,10,27,52,5,5,5,6,42
24069753,197,*,*,*,*,GL50803_7439,,71768.96,6.03,23,22,26,26,80,80,14,14,14,34,39,9,9,9,31,60,2,2,2,3,21
24063039,582,*,*,*,*,GL50803_9861,,42712.26,9.68,23,17,20,19,74,74,19,23,22,58,66,17,17,16,81,157,12,12,12,39,270
24063069,615,*,*,*,*,GL50803_10577,,55387.4,9.28,23,19,21,21,64,64,23,25,25,80,92,5,5,5,12,23,2,2,2,2,14
24063522,848,*,*,*,*,GL50803_9515,,150345.36,6.75,23,12,12,12,22,22,16,17,17,28,32,7,7,7,14,27,2,2,2,2,14
24067386,1041,*,*,*,*,GL50803_17249,,190521.06,4.95,23,15,16,16,37,37,9,9,9,19,22,18,18,18,30,58,7,7,7,9,62
24062947,1864,*,*,*,*,GL50803_17327,,49672.49,5.22,23,20,27,27,142,142,20,28,28,145,166,8,8,8,39,75,5,5,5,19,131
24064139,524,*,*,*,*,GL50803_17411,,61559.59,6.27,22,19,20,20,54,54,15,16,16,32,37,12,13,13,50,97,1,1,1,1,7
24063969,556,*,*,*,*,GL50803_15409,,57009.88,4.91,22,17,23,23,88,88,16,21,21,73,84,14,18,18,86,166,6,8,8,38,263
24063970,674,*,*,*,*,GL50803_11390,,85184.27,4.45,22,20,22,21,92,92,21,27,26,98,112,7,7,7,24,46,1,1,1,3,21
24062700,880,*,*,*,*,GL50803_15213,,69973.14,7.27,22,20,24,24,99,99,22,27,27,113,129,4,4,4,9,17,1,1,1,3,21
24067405,953,*,*,*,*,GL50803_102101,,114615.49,5.34,22,15,15,7,30,30,15,15,6,41,47,3,3,2,10,19,2,2,1,4,28
24063823,1143,*,*,*,*,GL50803_7999,,24738.03,9.38,22,20,22,22,84,84,16,18,18,58,66,10,11,11,52,100,3,3,3,10,69
24069868,1668,*,-,*,-,GL50803_101278,,149774.52,6.47,22,19,20,20,43,43,0,0,0,0,0,14,14,14,37,72,0,0,0,0,0
24069838,1744,*,*,*,-,GL50803_6226,,104850.25,6.41,22,16,17,17,54,54,5,5,5,5,6,15,17,17,68,131,0,0,0,0,0
24070273,1875,*,*,*,*,GL50803_9808,,45109.4,7.84,22,17,18,18,73,73,21,24,24,97,111,5,5,5,11,21,3,3,3,4,28
24070107,311,*,*,*,*,GL50803_9751,,39656.27,5.98,21,17,21,21,72,72,20,25,25,101,116,6,7,7,18,35,3,3,3,5,35
24064716,391,*,-,*,-,GL50803_12150,,58324,7.1,21,16,16,16,49,49,0,0,0,0,0,19,20,20,57,110,0,0,0,0,0
24070035,701,*,*,*,-,GL50803_15054,,166164.58,5.46,21,14,14,14,34,34,12,12,12,19,22,13,13,13,31,60,0,0,0,0,0
24068906,822,*,*,*,-,GL50803_32658,,120264.33,7.22,21,19,22,22,64,64,18,20,20,57,65,4,4,4,6,12,0,0,0,0,0
24067404,956,*,*,*,=,GL50803_112846,,120516.45,5.52,21,15,15,7,28,28,18,18,9,43,49,2,2,1,7,14,1,1,0,2,14
24064980,977,*,*,*,*,"GL50803_112079,GL50803_103676",,50552.26,4.98,21,19,23,23,97,97,15,17,17,64,73,11,12,12,55,106,5,5,5,10,69
24042258,1229,*,*,*,*,GL50803_11118,,48219.97,5.46,21,18,24,24,97,97,8,9,9,17,19,10,11,11,61,118,5,5,5,14,97
24064744,1490,*,*,*,-,GL50803_17243,,163242.42,6.05,21,16,16,16,40,40,14,14,14,24,27,6,6,6,18,35,0,0,0,0,0
23994303,2078,*,*,*,*,GL50803_14620,,28027.95,10.1,21,18,22,22,91,91,21,25,25,126,144,8,8,8,28,54,3,3,3,12,83
24070500,331,*,*,*,-,GL50803_21444,,66085.2,4.96,20,18,21,21,42,42,4,4,4,4,5,15,15,15,44,85,0,0,0,0,0
24069226,468,*,*,*,-,GL50803_4767,,33322.51,5.7,20,16,20,20,98,98,19,26,26,134,153,4,4,4,6,12,0,0,0,0,0
24067449,877,*,*,*,*,GL50803_9558,,23107.17,7.67,20,16,21,21,159,159,19,27,27,112,128,8,9,9,34,66,4,4,4,8,55
24063869,1060,*,*,*,*,GL50803_17395,,33895.23,9.91,20,15,17,17,53,53,17,20,20,48,55,10,10,10,38,73,2,2,2,5,35
24049849,1222,*,*,*,*,GL50803_12102,,45216.53,6.05,20,14,15,15,50,50,12,12,12,33,38,12,14,14,44,85,7,9,9,26,180
24066663,1752,*,*,*,-,GL50803_5809,,91509.91,9.05,20,13,16,16,53,53,20,23,23,68,78,2,2,2,4,8,0,0,0,0,0
24065178,1998,*,*,*,*,GL50803_16592,,252461.4,7.84,20,12,12,12,23,23,17,18,18,36,41,3,3,3,6,12,2,2,2,2,14
24062960,2004,*,*,*,*,GL50803_33769,,53336.28,6.14,20,16,18,18,59,59,7,7,7,14,16,14,18,18,78,151,8,9,9,31,214
24064274,47,*,*,*,*,GL50803_7130,,142083.88,7.97,19,13,14,14,28,28,18,19,19,45,51,3,3,3,3,6,1,1,1,1,7
24068656,324,*,*,*,-,GL50803_16916,,186505.67,6.82,19,7,7,7,11,11,18,18,18,36,41,1,1,1,1,2,0,0,0,0,0
24067358,1023,*,*,*,*,GL50803_11359,,30411.66,10.01,19,10,12,12,46,46,18,22,22,91,104,4,5,5,18,35,2,2,2,3,21
24069900,1057,*,*,*,*,GL50803_16124,,64752.98,7.5,19,15,17,17,50,50,8,10,10,20,23,10,10,10,26,50,2,2,2,4,28
24063794,1310,*,*,*,*,GL50803_16453,,33879.19,8.02,19,15,17,17,81,81,2,2,2,3,3,17,17,17,73,141,4,4,4,7,48
24065036,1363,*,*,*g,*g,GL50803_14521,,22523.03,6.43,19,18,25,1,179,179,12,17,1,100,114,9,12,6,73,141,7,9,5,40,277
23995929,1440,*,*,*,*,GL50803_8855,,104090.21,4.51,19,16,18,18,45,45,14,17,17,46,53,10,11,11,22,43,2,2,2,5,35
24066695,1596,*,*,*,-,GL50803_91919,,59281.4,5.92,19,17,19,19,57,57,14,15,15,39,45,7,7,7,19,37,0,0,0,0,0
24013933,1659,*,*,*,*g,GL50803_7287,,31603.66,5.3,19,12,15,4,60,60,19,23,9,76,87,5,6,2,13,25,2,2,2,4,28
24064311,1696,*,*,*,*,GL50803_15411,,78005.9,4.6,19,16,17,17,39,39,17,20,20,51,58,9,9,9,25,48,4,4,4,12,83
24069898,1783,*,*,*,*,GL50803_98054,,43437.78,5.51,19,18,21,21,80,80,16,18,18,49,56,12,12,12,57,110,3,3,3,16,111
24068763,1791,*,*,*,-,GL50803_6687,,36335.84,6.88,19,18,26,26,107,107,4,4,4,6,7,11,12,12,82,158,0,0,0,0,0
24062999,1930,*,*,*,*,GL50803_32399,,49182.5,6.18,19,14,16,16,72,72,19,24,24,95,109,3,3,3,6,12,1,1,1,2,14
24064846,2052,*,*,*,*,GL50803_17244,,25382.64,9.89,19,15,18,13,61,61,17,21,16,59,67,9,10,9,21,41,4,4,4,11,76
24067112,415,*,*,*,*,GL50803_16824,,90576.2,6.24,18,17,18,17,47,47,14,15,15,35,40,7,7,6,18,35,2,2,2,2,14
24063060,607,*,*,*,-,GL50803_14071,,101465.77,5,18,10,11,11,29,29,17,19,19,36,41,1,1,1,4,8,0,0,0,0,0
24069668,632,*,*,*g,*g,GL50803_114777,,72714.83,8.72,18,12,13,3,45,45,15,17,6,47,54,2,2,1,3,6,1,1,1,1,7
24065600,699,*,*,*,-,GL50803_15334,,195044,7.95,18,9,9,9,20,20,18,18,18,31,35,1,1,1,1,2,0,0,0,0,0
24068512,829,*,*,*,*,GL50803_17153,,35010.74,5.74,18,16,19,19,76,76,12,14,14,46,53,11,14,14,63,122,8,10,10,50,346
24069164,1182,*,*,*,-,GL50803_30476,,90189.51,7.8,18,13,15,9,56,56,17,20,13,80,92,4,4,1,5,10,0,0,0,0,0
24070347,1236,*,*,*,*,GL50803_15832,,56680.88,5.69,18,16,17,17,57,57,9,9,9,20,23,10,11,11,60,116,5,5,5,11,76
24064977,1411,*,*,*,*,GL50803_13608,,78100.6,8.42,18,17,17,17,64,64,5,5,5,12,14,13,13,13,50,97,2,2,2,2,14
24069899,1782,*,*,*,*,GL50803_16125,,118853.61,7.99,18,15,17,17,42,42,2,3,3,3,3,10,10,10,32,62,2,2,2,2,14
24062976,1977,*,*,*,*,GL50803_16679,,65737.4,5.53,18,17,17,17,45,45,18,19,19,55,63,6,6,6,12,23,1,1,1,1,7
24067601,2031,*,*,*,*,GL50803_4410,,29827.66,5.37,18,16,18,18,66,66,18,25,25,80,92,8,8,8,26,50,2,2,2,4,28
24069755,199,=,=,*g,*g,GL50803_16076,,22539.93,5.64,17,16,23,0,166,166,10,15,0,92,105,9,12,6,73,141,7,9,5,40,277
23994217,291,*,*,*,-,GL50803_103285,,262510.03,5.26,17,16,16,16,36,36,14,14,14,34,39,4,4,4,8,15,0,0,0,0,0
24067562,377,*,*,*,*,GL50803_17482,,56324.29,6.18,17,17,17,17,37,37,10,10,10,16,18,8,9,9,29,56,1,1,1,2,14
24065361,436,*,*,*,*,GL50803_6617,,63217.63,6.34,17,13,17,17,87,87,17,22,22,116,133,5,5,5,13,25,3,3,3,9,62
24067494,465,*,*,*,*,GL50803_5744,,54092.68,9.84,17,10,12,12,47,47,17,20,20,78,89,3,3,3,5,10,1,1,1,1,7
24063968,557,*,*,*,*,GL50803_11397,,56604.47,6.34,17,13,16,16,40,40,3,4,4,4,5,8,9,9,30,58,1,1,1,2,14
24068557,593,*,*,*,*,GL50803_6430,,28576.26,5.09,17,13,15,15,63,63,8,9,9,23,26,15,18,18,85,164,6,8,8,26,180
24062796,715,*,*,*,-,GL50803_11992,,61193.18,5.55,17,14,14,14,42,42,2,2,2,4,5,12,13,13,49,95,0,0,0,0,0
24066772,792,*,-,*,*,GL50803_14963,,96759.7,4.78,17,5,5,5,8,8,0,0,0,0,0,15,16,16,39,75,1,1,1,1,7
24062751,793,*,*,*,*,GL50803_5942,,50023.15,9.11,17,16,17,17,52,52,10,10,10,16,18,9,10,10,27,52,5,5,5,10,69
24065699,923,*,*,*,*,GL50803_11043,,35213.72,6.19,17,16,16,16,55,55,1,1,1,2,2,8,8,8,34,66,1,1,1,3,21
24064982,979,*,*,*,-,GL50803_112076,,189971.2,9.23,17,14,14,13,19,19,4,4,4,6,7,8,8,8,18,35,0,0,0,0,0
23989880,1067,*,*,*,*,GL50803_5359,,69051.48,9.18,17,13,13,13,45,45,17,18,18,53,61,5,5,5,9,17,4,4,4,4,28
24066538,1175,*,*,-,*,GL50803_21943,,17103.37,6.09,17,5,5,5,26,26,16,16,16,48,55,0,0,0,0,0,1,1,1,4,28
24062398,1179,*,*,*,*,GL50803_32778,,64206.69,6.4,17,12,13,13,40,40,9,9,8,23,26,7,7,5,21,41,4,4,3,5,35
24066522,1198,*,*,*,-,GL50803_10778,,111964.22,6.23,17,14,14,14,41,41,17,23,23,78,89,2,2,2,4,8,0,0,0,0,0
24068860,1225,*,*,*,*,GL50803_14285,,61500.45,6.44,17,15,18,18,55,55,2,2,2,2,2,9,9,9,35,68,1,1,1,1,7
24067285,1547,*,*,*,-,GL50803_16412,,94797.69,5.88,17,14,14,14,48,48,1,1,1,1,1,15,15,15,61,118,0,0,0,0,0
24070186,1624,*,*,-,-,GL50803_3342,,112394.78,8.95,17,10,11,11,18,18,16,18,18,44,50,0,0,0,0,0,0,0,0,0,0
23997641,1642,*,*,*,*g,GL50803_112681,,90659.58,7.83,17,15,16,4,57,57,11,13,2,42,48,7,7,2,18,35,2,2,2,4,28
24064312,1704,*,*,*,*,GL50803_15410,,31698.17,5.49,17,13,15,15,57,57,12,15,15,49,56,8,9,9,36,70,5,6,6,14,97
24063200,1717,*,*,*,*,GL50803_91643,,147631.69,5.75,17,14,14,14,20,20,13,13,13,24,27,7,7,7,12,23,1,1,1,1,7
24042178,1723,*,*,*,-,GL50803_16390,,301317.75,6.2,17,12,12,12,18,18,4,4,4,4,5,10,10,10,17,33,0,0,0,0,0
24068776,1767,*,*,*,*,GL50803_16265,,28364.03,9.96,17,16,20,20,64,64,15,20,20,60,69,6,6,6,22,43,4,4,4,8,55
24066931,1957,*,-,*,-,GL50803_10358,,46622.37,6.43,17,16,19,19,85,85,0,0,0,0,0,8,9,9,28,54,0,0,0,0,0
24065209,74,*,*,*,-,GL50803_7532,,71536.78,5.58,16,16,17,17,43,43,3,3,3,8,9,7,7,7,19,37,0,0,0,0,0
24062596,183,*,*,*,*,GL50803_113133,,95363.73,5.64,16,13,13,13,42,42,15,16,16,43,49,4,4,4,11,21,2,2,2,4,28
24065729,267,*,*,-,-,GL50803_8464,,53097.15,6.74,16,12,12,12,30,30,16,17,17,63,72,0,0,0,0,0,0,0,0,0,0
24070111,339,*,*,*,-,GL50803_14235,,37695.59,9.54,16,10,11,11,28,28,16,18,18,44,50,1,1,1,1,2,0,0,0,0,0
24066869,360,*,*,*,*,GL50803_113021,,148195.03,6.08,16,1,1,1,2,2,10,10,10,20,23,5,5,5,15,29,5,5,5,7,48
