ProteinID,ProteinGroupID,PROTINFER(ID_24279),PROTINFER(ID_24278),PROTINFER(ID_24277),PROTINFER(ID_24276),Fasta ID,CommonName,Mol.Wt.,pI,NumSeq,#Seq(ID_24279),#Ion(ID_24279),#U.Ion(ID_24279),SC(ID_24279),SC_Norm(ID_24279),#Seq(ID_24278),#Ion(ID_24278),#U.Ion(ID_24278),SC(ID_24278),SC_Norm(ID_24278),#Seq(ID_24277),#Ion(ID_24277),#U.Ion(ID_24277),SC(ID_24277),SC_Norm(ID_24277),#Seq(ID_24276),#Ion(ID_24276),#U.Ion(ID_24276),SC(ID_24276),SC_Norm(ID_24276)
24065036,378,*,*g,*g,-,GL50803_14521,,22523.03,6.43,22,21,25,1,67,67,4,4,2,6,109,10,11,7,25,71,0,0,0,0,0
23995929,435,*,-,*,-,GL50803_8855,,104090.21,4.51,22,22,25,25,42,42,0,0,0,0,0,12,12,12,20,57,0,0,0,0,0
24063978,716,*,-,*,-,GL50803_13000,,39505.37,4.56,22,22,22,22,49,49,0,0,0,0,0,9,9,9,18,51,0,0,0,0,0
24068906,888,*,-,*,-,GL50803_32658,,120264.33,7.22,22,22,24,24,46,46,0,0,0,0,0,7,7,7,10,29,0,0,0,0,0
24070485,1080,*,*,*,-,GL50803_15251,,32493.24,4.9,22,20,24,24,48,48,3,3,3,5,90,15,19,19,31,88,0,0,0,0,0
24065023,47,*,-,*,-,GL50803_113722,,425812.34,5.95,21,21,21,21,26,26,0,0,0,0,0,3,3,3,4,11,0,0,0,0,0
24069755,197,=,*g,*g,-,GL50803_16076,,22539.93,5.64,21,20,24,0,65,65,4,4,2,6,109,10,11,7,25,71,0,0,0,0,0
24064957,441,*,-,*,-,GL50803_32509,,116182.5,5.79,21,20,20,20,32,32,0,0,0,0,0,9,9,9,14,40,0,0,0,0,0
24065334,562,*,-,*,-,GL50803_137753,,163212.5,6.07,21,21,23,23,40,40,0,0,0,0,0,7,7,7,8,23,0,0,0,0,0
24061917,691,*,-,*,-,GL50803_137613,,40536.29,5,21,21,22,5,49,49,0,0,0,0,0,16,17,3,31,88,0,0,0,0,0
24064866,39,*,-,*,-,GL50803_21628,,42378.26,9.45,20,20,26,25,40,40,0,0,0,0,0,10,12,11,16,46,0,0,0,0,0
24063176,168,*,-,*,-,GL50803_101810,,159456.3,8.91,20,20,20,20,26,26,0,0,0,0,0,5,5,5,6,17,0,0,0,0,0
24069164,189,*,-,*,-,GL50803_30476,,90189.51,7.8,20,20,20,6,49,49,0,0,0,0,0,9,9,3,19,54,0,0,0,0,0
24067112,421,*,-,*,-,GL50803_16824,,90576.2,6.24,20,20,20,18,29,29,0,0,0,0,0,6,6,5,9,26,0,0,0,0,0
24067222,499,*,-,*,-,GL50803_87039,,341101.75,6.08,20,19,21,21,29,29,0,0,0,0,0,5,5,5,7,20,0,0,0,0,0
24070189,609,*,-,*,-,GL50803_8426,,97649.29,4.52,20,19,24,24,47,47,0,0,0,0,0,4,4,4,4,11,0,0,0,0,0
24064032,941,*,-,*,-,"GL50803_112304,GL50803_112312",,49104.85,8.62,20,20,21,21,46,46,0,0,0,0,0,9,9,9,22,63,0,0,0,0,0
24063606,244,*,-,=,-,GL50803_112063,,72524.6,8.6,19,19,19,1,38,38,0,0,0,0,0,8,8,0,17,49,0,0,0,0,0
24065361,457,*,-,*,-,GL50803_6617,,63217.63,6.34,19,18,22,22,57,57,0,0,0,0,0,9,9,9,26,74,0,0,0,0,0
24069217,489,*,*,*,-,GL50803_13475,,236334.11,4.85,19,19,20,20,34,34,4,4,4,5,90,7,7,7,9,26,0,0,0,0,0
24063963,577,*,-,*,-,GL50803_115052,,178839.6,8.68,19,19,19,14,28,28,0,0,0,0,0,5,5,4,6,17,0,0,0,0,0
24063077,693,*,-,*,-,GL50803_2107,,35667.6,5.06,19,18,18,18,39,39,0,0,0,0,0,8,9,9,11,31,0,0,0,0,0
24070245,788,*,-,*,-,GL50803_21505,,95243.17,6.27,19,19,20,20,33,33,0,0,0,0,0,6,6,6,8,23,0,0,0,0,0
24068611,251,*,-,*,-,GL50803_16653,,103116.1,6.13,18,16,16,16,27,27,0,0,0,0,0,9,9,9,19,54,0,0,0,0,0
24067483,534,*,-,*,-,GL50803_13922,,113874.85,7.74,18,17,18,18,31,31,0,0,0,0,0,10,10,10,12,34,0,0,0,0,0
24069639,673,*,*,*,-,GL50803_16745,,115967.61,4.6,18,18,18,18,33,33,5,5,5,7,127,5,5,5,7,20,0,0,0,0,0
24066551,154,*,-,*,-,GL50803_10698,,85288.82,5.47,17,17,17,17,31,31,0,0,0,0,0,6,7,7,11,31,0,0,0,0,0
24065729,276,*,-,*,-,GL50803_8464,,53097.15,6.74,17,17,18,18,33,33,0,0,0,0,0,4,4,4,8,23,0,0,0,0,0
23980497,564,*,-,*,-,GL50803_17054,,35036.33,5.48,17,16,17,17,31,31,0,0,0,0,0,7,7,7,9,26,0,0,0,0,0
24064321,701,*,-,*,-,GL50803_5795,,85450.23,5.48,17,16,19,19,42,42,0,0,0,0,0,8,10,10,16,46,0,0,0,0,0
24063972,713,*,-,*,-,GL50803_93275,,315364.53,6.03,17,16,18,18,30,30,0,0,0,0,0,6,6,6,7,20,0,0,0,0,0
24067070,842,*,-,*,-,GL50803_12216,,54746.76,6.13,17,17,17,17,29,29,0,0,0,0,0,6,6,6,8,23,0,0,0,0,0
750540,5,-,*,-,*,sp|ALBU_BOVIN|,,69293.41,5.82,16,0,0,0,0,0,16,16,13,41,742,0,0,0,0,0,3,3,2,7,1309
24070107,308,*,-,*,-,GL50803_9751,,39656.27,5.98,16,16,17,17,42,42,0,0,0,0,0,11,11,11,23,66,0,0,0,0,0
24067552,383,*,-,*,-,GL50803_12109,,45530.63,8.8,16,16,16,16,25,25,0,0,0,0,0,7,7,7,9,26,0,0,0,0,0
24068805,390,*,-,*,-,GL50803_88581,,40041.8,9.4,16,14,18,18,34,34,0,0,0,0,0,9,11,11,20,57,0,0,0,0,0
24064756,459,*,-,*,-,GL50803_93002,,266479.84,5.62,16,16,16,16,26,26,0,0,0,0,0,4,4,4,5,14,0,0,0,0,0
24067494,496,*,-,*,-,GL50803_5744,,54092.68,9.84,16,16,16,16,41,41,0,0,0,0,0,7,7,7,14,40,0,0,0,0,0
24069226,503,*,-,*,-,GL50803_4767,,33322.51,5.7,16,16,20,20,41,41,0,0,0,0,0,6,6,6,9,26,0,0,0,0,0
24067469,563,=,-,*,-,GL50803_103142,,16876,6.51,16,15,16,0,39,39,0,0,0,0,0,14,15,0,28,80,0,0,0,0,0
24063958,607,*,-,*,-,GL50803_9503,,34840.22,6.67,16,16,17,17,46,46,0,0,0,0,0,2,2,2,6,17,0,0,0,0,0
24003857,720,*,-,*,-,GL50803_114776,,89604.16,6.7,16,15,15,8,20,20,0,0,0,0,0,5,5,4,7,20,0,0,0,0,0
24066487,751,*,-,*,-,GL50803_9909,,97658.64,6.31,16,16,16,16,31,31,0,0,0,0,0,5,5,5,6,17,0,0,0,0,0
24065608,777,*,*,*,-,GL50803_13329,,24290.52,9.27,16,15,19,19,47,47,1,1,1,2,36,6,6,6,17,49,0,0,0,0,0
24057350,952,*,-,*,-,GL50803_10521,,70294.97,6.48,16,16,18,18,41,41,0,0,0,0,0,5,5,5,9,26,0,0,0,0,0
24069565,185,*,-,*,-,GL50803_91480,,187771.48,6.14,15,15,15,15,21,21,0,0,0,0,0,4,4,4,5,14,0,0,0,0,0
24063783,289,*,-,*,-,GL50803_18470,,104146.71,5.41,15,11,11,11,22,22,0,0,0,0,0,8,8,8,9,26,0,0,0,0,0
24066826,409,*,-,*,-,GL50803_93548,,62788.05,4.79,15,15,15,15,35,35,0,0,0,0,0,8,8,8,11,31,0,0,0,0,0
24064744,470,*,-,*,-,GL50803_17243,,163242.42,6.05,15,15,16,16,28,28,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0
24066688,604,*,-,*,-,GL50803_96732,,383733.1,6.74,15,15,16,16,28,28,0,0,0,0,0,4,4,4,8,23,0,0,0,0,0
24013933,641,*,-,*,-,GL50803_7287,,31603.66,5.3,15,15,17,6,30,30,0,0,0,0,0,6,6,2,10,29,0,0,0,0,0
24070423,764,*,-,*,-,GL50803_1695,,23570.71,8.79,15,15,16,16,32,32,0,0,0,0,0,8,8,8,20,57,0,0,0,0,0
24068723,849,*,*,*,-,GL50803_8044,,35169.32,8.2,15,15,18,18,45,45,1,1,1,1,18,9,10,10,24,68,0,0,0,0,0
24067013,974,*,-,*,-,GL50803_14758,,110747.69,4.95,15,15,15,15,28,28,0,0,0,0,0,4,4,4,5,14,0,0,0,0,0
24063825,141,*,*,*,-,GL50803_114609,,138928.88,6.5,14,12,12,12,16,16,3,3,3,5,90,2,2,2,2,6,0,0,0,0,0
850484,142,*,*,*,-,sp|TRYP_PIG|,,24409.48,7,14,12,14,14,41,41,7,7,7,19,344,7,8,8,30,86,0,0,0,0,0
24069735,223,*,*,*,-,GL50803_6917,,23382.09,9.32,14,14,18,18,34,34,1,1,1,1,18,7,9,9,18,51,0,0,0,0,0
24042258,234,*,*,*,-,GL50803_11118,,48219.97,5.46,14,12,13,13,21,21,3,3,3,5,90,2,2,2,3,9,0,0,0,0,0
23982272,266,*,-,*,-,GL50803_4266,,121300.68,6.17,14,14,14,14,23,23,0,0,0,0,0,2,2,2,2,6,0,0,0,0,0
24053114,370,*,-,*,-,GL50803_11125,,49952.81,6.08,14,14,15,15,35,35,0,0,0,0,0,6,7,7,13,37,0,0,0,0,0
24070306,426,*,-,*,-,GL50803_14200,,68614.92,8.58,14,13,14,14,23,23,0,0,0,0,0,8,9,9,15,43,0,0,0,0,0
24065317,541,*,-,*,-,GL50803_29147,,13943.73,8.14,14,14,16,16,31,31,0,0,0,0,0,9,9,9,15,43,0,0,0,0,0
24063060,657,*,-,*,-,GL50803_14071,,101465.77,5,14,14,15,15,25,25,0,0,0,0,0,4,4,4,4,11,0,0,0,0,0
24063977,719,*,-,*,-,GL50803_8805,,103324.57,6.49,14,14,14,14,22,22,0,0,0,0,0,6,6,6,9,26,0,0,0,0,0
24062902,766,*,*,*,-,GL50803_13561,,24759.21,4.88,14,13,14,14,28,28,1,1,1,1,18,8,9,9,16,46,0,0,0,0,0
24062976,976,*,-,*,-,GL50803_16679,,65737.4,5.53,14,14,14,14,34,34,0,0,0,0,0,8,8,8,17,49,0,0,0,0,0
24065024,46,*,-,*,-,GL50803_7953,,39506.07,4.86,13,13,14,14,27,27,0,0,0,0,0,6,7,7,12,34,0,0,0,0,0
24063615,313,*,-,*,-,GL50803_16202,,54244.76,6.55,13,12,12,12,23,23,0,0,0,0,0,4,4,4,7,20,0,0,0,0,0
24067504,395,*,-,*,-,GL50803_16404,,17294.44,9.22,13,13,13,13,72,72,0,0,0,0,0,9,9,9,42,120,0,0,0,0,0
24062884,417,*,-,*,-,GL50803_15214,,35474.48,5.28,13,13,14,14,21,21,0,0,0,0,0,3,3,3,6,17,0,0,0,0,0
24064083,530,*,-,-,-,GL50803_16709,,213472.17,5.63,13,13,13,13,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24062698,685,*,-,*,-,GL50803_7244,,21178.4,9.32,13,13,15,15,41,41,0,0,0,0,0,6,8,8,21,60,0,0,0,0,0
24069666,690,*,-,*,-,GL50803_17224,,33269.6,5.22,13,13,13,13,20,20,0,0,0,0,0,7,7,7,10,29,0,0,0,0,0
24067620,819,*,-,*,-,GL50803_14568,,37133.56,5.74,13,13,13,13,31,31,0,0,0,0,0,5,5,5,7,20,0,0,0,0,0
24021108,948,*,-,*,-,GL50803_24842,,201475.94,6.3,13,12,12,12,16,16,0,0,0,0,0,4,4,3,4,11,0,0,0,0,0
24020850,978,*,-,*,-,GL50803_11540,,56338.45,8.5,13,13,17,17,41,41,0,0,0,0,0,10,10,10,22,63,0,0,0,0,0
24066709,1055,*,-,*,-,GL50803_8468,,32688.79,9.04,13,13,15,15,36,36,0,0,0,0,0,7,7,7,12,34,0,0,0,0,0
24064871,27,*,-,*,-,GL50803_23888,,22928.33,9.37,12,11,12,11,22,22,0,0,0,0,0,7,7,7,12,34,0,0,0,0,0
24063532,128,*,-,*,-,GL50803_11720,,48468.17,6.18,12,12,12,12,30,30,0,0,0,0,0,6,6,6,13,37,0,0,0,0,0
24064176,508,*,-,*,-,GL50803_24372,,39613.16,5.73,12,12,12,12,26,26,0,0,0,0,0,5,5,5,11,31,0,0,0,0,0
24068569,566,*,-,*,-,GL50803_17192,,265305.12,5.81,12,12,13,13,17,17,0,0,0,0,0,1,1,1,2,6,0,0,0,0,0
24051098,889,*,*,*,-,GL50803_104685,,20223.63,4.73,12,12,13,13,45,45,1,1,1,1,18,6,6,6,16,46,0,0,0,0,0
24062960,1000,*,*,*,-,GL50803_33769,,53336.28,6.14,12,11,11,11,20,20,3,3,3,6,109,7,7,7,13,37,0,0,0,0,0
23994303,1075,*,-,*,-,GL50803_14620,,28027.95,10.1,12,12,12,12,18,18,0,0,0,0,0,2,2,2,2,6,0,0,0,0,0
24066511,1,*,-,*,-,GL50803_15204,,22772.32,9.21,11,11,11,11,23,23,0,0,0,0,0,7,7,7,14,40,0,0,0,0,0
24064274,42,*,-,*,-,GL50803_7130,,142083.88,7.97,11,11,12,12,18,18,0,0,0,0,0,4,4,4,6,17,0,0,0,0,0
24064238,76,*,-,*,-,GL50803_92223,,105572.65,8.61,11,11,11,10,13,13,0,0,0,0,0,3,3,3,3,9,0,0,0,0,0
24062596,181,*,-,*,-,GL50803_113133,,95363.73,5.64,11,11,11,11,28,28,0,0,0,0,0,5,5,5,9,26,0,0,0,0,0
24070523,285,*,-,*,-,GL50803_16483,,32013.37,9.06,11,11,12,12,23,23,0,0,0,0,0,3,3,3,7,20,0,0,0,0,0
24067518,438,*,-,*,-,GL50803_113024,,41561.62,5.49,11,11,12,2,28,28,0,0,0,0,0,10,11,2,22,63,0,0,0,0,0
24069494,461,*,-,*,-,GL50803_8444,,73714.51,8.51,11,10,11,11,20,20,0,0,0,0,0,6,6,6,8,23,0,0,0,0,0
24069490,463,*,-,*,-,GL50803_9030,,36635.43,5.08,11,11,11,11,27,27,0,0,0,0,0,6,7,7,11,31,0,0,0,0,0
24066414,570,*,-,*,-,GL50803_101212,,192210.69,8.28,11,11,11,11,22,22,0,0,0,0,0,3,3,3,4,11,0,0,0,0,0
24063739,630,*,-,-,-,GL50803_4883,,162835.17,5.94,11,11,11,11,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24066663,735,*,-,*,-,GL50803_5809,,91509.91,9.05,11,11,12,12,17,17,0,0,0,0,0,3,3,3,3,9,0,0,0,0,0
